loggernet_variable,cr1000_name,design_scale_type,design_link,var_norm_split,research_name,logger,type,units,definition,table
STemp_Raw_Std(5),stemp_raw_std5,plot,a4,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(6),stemp_raw_std6,plot,a5,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(7),stemp_raw_std7,plot,a6,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(8),stemp_raw_std8,plot,a7,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(9),stemp_raw_std9,plot,a8,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(10),stemp_raw_std10,plot,a9,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(11),stemp_raw_std11,plot,b0,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(12),stemp_raw_std12,plot,b1,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(13),stemp_raw_std13,plot,b2,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(14),stemp_raw_std14,plot,b3,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(15),stemp_raw_std15,plot,b4,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(16),stemp_raw_std16,plot,b5,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(17),stemp_raw_std17,plot,b6,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(18),stemp_raw_std18,plot,b7,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(19),stemp_raw_std19,plot,b8,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(20),stemp_raw_std20,plot,b9,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(21),stemp_raw_std21,plot,c0,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(22),stemp_raw_std22,plot,c1,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(23),stemp_raw_std23,plot,c2,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(24),stemp_raw_std24,plot,c3,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(25),stemp_raw_std25,plot,c4,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(26),stemp_raw_std26,plot,c5,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(27),stemp_raw_std27,plot,c6,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(28),stemp_raw_std28,plot,c7,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(29),stemp_raw_std29,plot,c8,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Std(30),stemp_raw_std30,plot,c9,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(1),stemp_raw_avg1,plot,a0,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(2),stemp_raw_avg2,plot,a1,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(3),stemp_raw_avg3,plot,a2,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(4),stemp_raw_avg4,plot,a3,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(5),stemp_raw_avg5,plot,a4,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(6),stemp_raw_avg6,plot,a5,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(7),stemp_raw_avg7,plot,a6,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(8),stemp_raw_avg8,plot,a7,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(9),stemp_raw_avg9,plot,a8,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(10),stemp_raw_avg10,plot,a9,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(11),stemp_raw_avg11,plot,b0,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(12),stemp_raw_avg12,plot,b1,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(13),stemp_raw_avg13,plot,b2,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(14),stemp_raw_avg14,plot,b3,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(15),stemp_raw_avg15,plot,b4,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(16),stemp_raw_avg16,plot,b5,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(17),stemp_raw_avg17,plot,b6,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(18),stemp_raw_avg18,plot,b7,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(19),stemp_raw_avg19,plot,b8,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(20),stemp_raw_avg20,plot,b9,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(21),stemp_raw_avg21,plot,c0,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(22),stemp_raw_avg22,plot,c1,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(23),stemp_raw_avg23,plot,c2,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(24),stemp_raw_avg24,plot,c3,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(25),stemp_raw_avg25,plot,c4,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(26),stemp_raw_avg26,plot,c5,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(27),stemp_raw_avg27,plot,c6,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(28),stemp_raw_avg28,plot,c7,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(29),stemp_raw_avg29,plot,c8,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
STemp_Raw_Avg(30),stemp_raw_avg30,plot,c9,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_control
Flag(1),flag1,site,logger,n,flag1,genx,number,NA,treatments all on (-1),genx_control
Flag(2),flag2,site,logger,n,flag2,genx,number,NA,relay switched for power reset on Arduino co2 loggers (-1),genx_control
Flag(3),flag3,site,logger,n,flag3,genx,number,NA,belowground heating on (-1),genx_control
Flag(4),flag4,site,logger,n,flag4,genx,number,NA,Arduino is communicating (-1),genx_control
Flag(5),flag5,site,logger,n,flag5,genx,number,NA,everything is off (-1),genx_control
Flag(6),flag6,site,logger,n,flag6,genx,number,NA,not assigned,genx_control
Flag(7),flag7,site,logger,n,flag7,genx,number,NA,pulse A_DC to zero (-1),genx_control
Flag(8),flag8,site,logger,n,flag8,genx,number,NA,not assigned,genx_control
Flag(9),flag9,site,logger,n,flag9,genx,number,NA,not assigned,genx_control
Flag(10),flag10,site,logger,n,flag10,genx,number,NA,not assigned,genx_control
Flag(11),flag11,site,logger,n,flag11,genx,number,NA,Arduino diagnostic mode = full power (-1),genx_control
Flag(12),flag12,site,logger,n,flag12,genx,number,NA,not assigned,genx_control
Ard_Duty(7),ard_duty7,plot,a2,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(8),ard_duty8,plot,b2,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(9),ard_duty9,plot,c2,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(10),ard_duty10,plot,a3,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(11),ard_duty11,plot,b3,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(12),ard_duty12,plot,c3,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(13),ard_duty13,plot,a4,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(14),ard_duty14,plot,b4,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(15),ard_duty15,plot,c4,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(16),ard_duty16,plot,a5,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(17),ard_duty17,plot,b5,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(18),ard_duty18,plot,c5,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(19),ard_duty19,plot,a6,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(20),ard_duty20,plot,b6,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(21),ard_duty21,plot,c6,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(22),ard_duty22,plot,a7,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(23),ard_duty23,plot,b7,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(24),ard_duty24,plot,c7,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(25),ard_duty25,plot,a8,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(26),ard_duty26,plot,b8,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(27),ard_duty27,plot,c8,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(28),ard_duty28,plot,a9,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(29),ard_duty29,plot,b9,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
Ard_Duty(30),ard_duty30,plot,c9,y,ard_duty,genx,number,NA,aboveground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_DC(7),b_dc7,plot,a2,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(8),b_dc8,plot,b2,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(9),b_dc9,plot,c2,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(10),b_dc10,plot,a3,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(11),b_dc11,plot,b3,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(12),b_dc12,plot,c3,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(13),b_dc13,plot,a4,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(14),b_dc14,plot,b4,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(15),b_dc15,plot,c4,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(16),b_dc16,plot,a5,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(17),b_dc17,plot,b5,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(18),b_dc18,plot,c5,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(19),b_dc19,plot,a6,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(20),b_dc20,plot,b6,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(21),b_dc21,plot,c6,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(22),b_dc22,plot,a7,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(23),b_dc23,plot,b7,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(24),b_dc24,plot,c7,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(25),b_dc25,plot,a8,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(26),b_dc26,plot,b8,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(27),b_dc27,plot,c8,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(28),b_dc28,plot,a9,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(29),b_dc29,plot,b9,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC(30),b_dc30,plot,c9,y,b_dc,genx,number,NA,computed duty cycle proportion belowground (0-1),genx_control
B_DC_prev(7),b_dc_prev7,plot,a2,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(8),b_dc_prev8,plot,b2,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(9),b_dc_prev9,plot,c2,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(10),b_dc_prev10,plot,a3,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(11),b_dc_prev11,plot,b3,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(12),b_dc_prev12,plot,c3,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(13),b_dc_prev13,plot,a4,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(14),b_dc_prev14,plot,b4,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(15),b_dc_prev15,plot,c4,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(16),b_dc_prev16,plot,a5,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(17),b_dc_prev17,plot,b5,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(18),b_dc_prev18,plot,c5,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(19),b_dc_prev19,plot,a6,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(20),b_dc_prev20,plot,b6,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(21),b_dc_prev21,plot,c6,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(22),b_dc_prev22,plot,a7,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(23),b_dc_prev23,plot,b7,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(24),b_dc_prev24,plot,c7,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(25),b_dc_prev25,plot,a8,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(26),b_dc_prev26,plot,b8,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(27),b_dc_prev27,plot,c8,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(28),b_dc_prev28,plot,a9,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(29),b_dc_prev29,plot,b9,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
B_DC_prev(30),b_dc_prev30,plot,c9,y,b_dc_prev,genx,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),genx_control
BTemp_Avg(1),btemp_avg1,plot,a0,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(2),btemp_avg2,plot,b0,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(3),btemp_avg3,plot,c0,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(4),btemp_avg4,plot,a1,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(5),btemp_avg5,plot,b1,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(6),btemp_avg6,plot,c1,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(7),btemp_avg7,plot,a2,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(8),btemp_avg8,plot,b2,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(9),btemp_avg9,plot,c2,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(10),btemp_avg10,plot,a3,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(11),btemp_avg11,plot,b3,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(12),btemp_avg12,plot,c3,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(13),btemp_avg13,plot,a4,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(14),btemp_avg14,plot,b4,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(15),btemp_avg15,plot,c4,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(16),btemp_avg16,plot,a5,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(17),btemp_avg17,plot,b5,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(18),btemp_avg18,plot,c5,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(19),btemp_avg19,plot,a6,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(20),btemp_avg20,plot,b6,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(21),btemp_avg21,plot,c6,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(22),btemp_avg22,plot,a7,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(23),btemp_avg23,plot,b7,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(24),btemp_avg24,plot,c7,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(25),btemp_avg25,plot,a8,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(26),btemp_avg26,plot,b8,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(27),btemp_avg27,plot,c8,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(28),btemp_avg28,plot,a9,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(29),btemp_avg29,plot,b9,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
BTemp_Avg(30),btemp_avg30,plot,c9,y,btemp_avg,genx,number,degrees Celsius,average belowground pin and lag temperature,genx_control
B_Duty(7),b_duty7,plot,a2,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(8),b_duty8,plot,b2,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(9),b_duty9,plot,c2,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(10),b_duty10,plot,a3,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(11),b_duty11,plot,b3,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(12),b_duty12,plot,c3,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(13),b_duty13,plot,a4,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(14),b_duty14,plot,b4,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(15),b_duty15,plot,c4,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(16),b_duty16,plot,a5,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(17),b_duty17,plot,b5,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(18),b_duty18,plot,c5,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(19),b_duty19,plot,a6,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(20),b_duty20,plot,b6,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(21),b_duty21,plot,c6,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(22),b_duty22,plot,a7,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(23),b_duty23,plot,b7,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(24),b_duty24,plot,c7,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(25),b_duty25,plot,a8,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(26),b_duty26,plot,b8,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(27),b_duty27,plot,c8,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(28),b_duty28,plot,a9,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(29),b_duty29,plot,b9,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
B_Duty(30),b_duty30,plot,c9,y,b_duty,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_control
DIF_B_trt(1),dif_b_trt1,treatment,zone_0,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B_trt(2),dif_b_trt2,treatment,zone_1,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B_trt(3),dif_b_trt3,treatment,zone_2,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B_trt(4),dif_b_trt4,treatment,zone_3,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B_trt(5),dif_b_trt5,treatment,zone_4,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B_trt(6),dif_b_trt6,treatment,zone_5,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B_trt(7),dif_b_trt7,treatment,zone_6,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B_trt(8),dif_b_trt8,treatment,zone_7,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B_trt(9),dif_b_trt9,treatment,zone_8,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
