loggernet_variable,cr1000_name,design_scale_type,design_link,var_norm_split,research_name,logger,type,units,definition,table
DIF_B_trt_Avg(7),dif_b_trt_avg7,treatment,zone_6,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
DIF_B_trt_Avg(8),dif_b_trt_avg8,treatment,zone_7,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
DIF_B_trt_Avg(9),dif_b_trt_avg9,treatment,zone_8,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
DIF_B_trt_Avg(10),dif_b_trt_avg10,treatment,zone_9,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
BTemp_Avg(1),btemp_avg1,plot,a0,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(2),btemp_avg2,plot,b0,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(3),btemp_avg3,plot,c0,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(4),btemp_avg4,plot,a1,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(5),btemp_avg5,plot,b1,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(6),btemp_avg6,plot,c1,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(7),btemp_avg7,plot,a2,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(8),btemp_avg8,plot,b2,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(9),btemp_avg9,plot,c2,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(10),btemp_avg10,plot,a3,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(11),btemp_avg11,plot,b3,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(12),btemp_avg12,plot,c3,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(13),btemp_avg13,plot,a4,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(14),btemp_avg14,plot,b4,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(15),btemp_avg15,plot,c4,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(16),btemp_avg16,plot,a5,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(17),btemp_avg17,plot,b5,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(18),btemp_avg18,plot,c5,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(19),btemp_avg19,plot,a6,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(20),btemp_avg20,plot,b6,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(21),btemp_avg21,plot,c6,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(22),btemp_avg22,plot,a7,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(23),btemp_avg23,plot,b7,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(24),btemp_avg24,plot,c7,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(25),btemp_avg25,plot,a8,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(26),btemp_avg26,plot,b8,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(27),btemp_avg27,plot,c8,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(28),btemp_avg28,plot,a9,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(29),btemp_avg29,plot,b9,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
BTemp_Avg(30),btemp_avg30,plot,c9,y,btemp_avg,genx,number,degrees Celsius,belowground pin and lag temperature,genx_export
Soil_Check_Avg(3),soil_check_avg3,treatment,zone_2,y,soil_check_avg,genx,number,degrees Celsius,DIF_B minus treatment target,genx_export
Soil_Check_Avg(4),soil_check_avg4,treatment,zone_3,y,soil_check_avg,genx,number,degrees Celsius,DIF_B minus treatment target,genx_export
Soil_Check_Avg(5),soil_check_avg5,treatment,zone_4,y,soil_check_avg,genx,number,degrees Celsius,DIF_B minus treatment target,genx_export
Soil_Check_Avg(6),soil_check_avg6,treatment,zone_5,y,soil_check_avg,genx,number,degrees Celsius,DIF_B minus treatment target,genx_export
Soil_Check_Avg(7),soil_check_avg7,treatment,zone_6,y,soil_check_avg,genx,number,degrees Celsius,DIF_B minus treatment target,genx_export
Soil_Check_Avg(8),soil_check_avg8,treatment,zone_7,y,soil_check_avg,genx,number,degrees Celsius,DIF_B minus treatment target,genx_export
Soil_Check_Avg(9),soil_check_avg9,treatment,zone_8,y,soil_check_avg,genx,number,degrees Celsius,DIF_B minus treatment target,genx_export
Soil_Check_Avg(10),soil_check_avg10,treatment,zone_9,y,soil_check_avg,genx,number,degrees Celsius,DIF_B minus treatment target,genx_export
Soil_Eveness(3),soil_eveness3,treatment,zone_2,y,soil_eveness,genx,character,NA,message regarding whether treatments are differentiating based on standard deviation of pin sensors,genx_export
Soil_Eveness(4),soil_eveness4,treatment,zone_3,y,soil_eveness,genx,character,NA,message regarding whether treatments are differentiating based on standard deviation of pin sensors,genx_export
Soil_Eveness(5),soil_eveness5,treatment,zone_4,y,soil_eveness,genx,character,NA,message regarding whether treatments are differentiating based on standard deviation of pin sensors,genx_export
Soil_Eveness(6),soil_eveness6,treatment,zone_5,y,soil_eveness,genx,character,NA,message regarding whether treatments are differentiating based on standard deviation of pin sensors,genx_export
Soil_Eveness(7),soil_eveness7,treatment,zone_6,y,soil_eveness,genx,character,NA,message regarding whether treatments are differentiating based on standard deviation of pin sensors,genx_export
Soil_Eveness(8),soil_eveness8,treatment,zone_7,y,soil_eveness,genx,character,NA,message regarding whether treatments are differentiating based on standard deviation of pin sensors,genx_export
Soil_Eveness(9),soil_eveness9,treatment,zone_8,y,soil_eveness,genx,character,NA,message regarding whether treatments are differentiating based on standard deviation of pin sensors,genx_export
Soil_Eveness(10),soil_eveness10,treatment,zone_9,y,soil_eveness,genx,character,NA,message regarding whether treatments are differentiating based on standard deviation of pin sensors,genx_export
Soil_Message(3),soil_message3,treatment,zone_2,y,soil_message,genx,character,NA,message about whether treatments are too high,genx_export
Soil_Message(4),soil_message4,treatment,zone_3,y,soil_message,genx,character,NA,message about whether treatments are too high,genx_export
Soil_Message(5),soil_message5,treatment,zone_4,y,soil_message,genx,character,NA,message about whether treatments are too high,genx_export
Soil_Message(6),soil_message6,treatment,zone_5,y,soil_message,genx,character,NA,message about whether treatments are too high,genx_export
Soil_Message(7),soil_message7,treatment,zone_6,y,soil_message,genx,character,NA,message about whether treatments are too high,genx_export
Soil_Message(8),soil_message8,treatment,zone_7,y,soil_message,genx,character,NA,message about whether treatments are too high,genx_export
Soil_Message(9),soil_message9,treatment,zone_8,y,soil_message,genx,character,NA,message about whether treatments are too high,genx_export
Soil_Message(10),soil_message10,treatment,zone_9,y,soil_message,genx,character,NA,message about whether treatments are too high,genx_export
STemp_Avg(1),stemp_avg1,plot,a0,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(2),stemp_avg2,plot,a1,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(3),stemp_avg3,plot,a2,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(4),stemp_avg4,plot,a3,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(5),stemp_avg5,plot,a4,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(6),stemp_avg6,plot,a5,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(7),stemp_avg7,plot,a6,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(8),stemp_avg8,plot,a7,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(9),stemp_avg9,plot,a8,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(10),stemp_avg10,plot,a9,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(11),stemp_avg11,plot,b0,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(12),stemp_avg12,plot,b1,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(13),stemp_avg13,plot,b2,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(14),stemp_avg14,plot,b3,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(15),stemp_avg15,plot,b4,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(16),stemp_avg16,plot,b5,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(17),stemp_avg17,plot,b6,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(18),stemp_avg18,plot,b7,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(19),stemp_avg19,plot,b8,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(20),stemp_avg20,plot,b9,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(21),stemp_avg21,plot,c0,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(22),stemp_avg22,plot,c1,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(23),stemp_avg23,plot,c2,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(24),stemp_avg24,plot,c3,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(25),stemp_avg25,plot,c4,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(26),stemp_avg26,plot,c5,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(27),stemp_avg27,plot,c6,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(28),stemp_avg28,plot,c7,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(29),stemp_avg29,plot,c8,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Avg(30),stemp_avg30,plot,c9,y,stemp_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer screened for feedback loop temperature,genx_export
STemp_Raw_Std(1),stemp_raw_std1,plot,a0,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(2),stemp_raw_std2,plot,a1,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(3),stemp_raw_std3,plot,a2,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(4),stemp_raw_std4,plot,a3,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(5),stemp_raw_std5,plot,a4,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(6),stemp_raw_std6,plot,a5,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(7),stemp_raw_std7,plot,a6,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(8),stemp_raw_std8,plot,a7,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(9),stemp_raw_std9,plot,a8,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(10),stemp_raw_std10,plot,a9,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(11),stemp_raw_std11,plot,b0,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(12),stemp_raw_std12,plot,b1,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(13),stemp_raw_std13,plot,b2,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(14),stemp_raw_std14,plot,b3,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(15),stemp_raw_std15,plot,b4,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(16),stemp_raw_std16,plot,b5,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(17),stemp_raw_std17,plot,b6,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(18),stemp_raw_std18,plot,b7,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(19),stemp_raw_std19,plot,b8,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(20),stemp_raw_std20,plot,b9,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(21),stemp_raw_std21,plot,c0,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(22),stemp_raw_std22,plot,c1,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(23),stemp_raw_std23,plot,c2,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(24),stemp_raw_std24,plot,c3,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(25),stemp_raw_std25,plot,c4,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(26),stemp_raw_std26,plot,c5,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(27),stemp_raw_std27,plot,c6,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(28),stemp_raw_std28,plot,c7,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(29),stemp_raw_std29,plot,c8,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Std(30),stemp_raw_std30,plot,c9,y,stemp_raw_std,genx,number,degrees Celsius,standard deviation of incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(1),stemp_raw_avg1,plot,a0,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(2),stemp_raw_avg2,plot,a1,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(3),stemp_raw_avg3,plot,a2,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(4),stemp_raw_avg4,plot,a3,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(5),stemp_raw_avg5,plot,a4,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(6),stemp_raw_avg6,plot,a5,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(7),stemp_raw_avg7,plot,a6,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(8),stemp_raw_avg8,plot,a7,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(9),stemp_raw_avg9,plot,a8,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(10),stemp_raw_avg10,plot,a9,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(11),stemp_raw_avg11,plot,b0,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(12),stemp_raw_avg12,plot,b1,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(13),stemp_raw_avg13,plot,b2,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(14),stemp_raw_avg14,plot,b3,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(15),stemp_raw_avg15,plot,b4,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(16),stemp_raw_avg16,plot,b5,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(17),stemp_raw_avg17,plot,b6,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(18),stemp_raw_avg18,plot,b7,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(19),stemp_raw_avg19,plot,b8,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(20),stemp_raw_avg20,plot,b9,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(21),stemp_raw_avg21,plot,c0,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(22),stemp_raw_avg22,plot,c1,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(23),stemp_raw_avg23,plot,c2,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(24),stemp_raw_avg24,plot,c3,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(25),stemp_raw_avg25,plot,c4,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(26),stemp_raw_avg26,plot,c5,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(27),stemp_raw_avg27,plot,c6,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(28),stemp_raw_avg28,plot,c7,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(29),stemp_raw_avg29,plot,c8,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
STemp_Raw_Avg(30),stemp_raw_avg30,plot,c9,y,stemp_raw_avg,genx,number,degrees Celsius,average incoming temperature from multiplexer,genx_export
Powerpro_Avg(7),powerpro_avg7,plot,a2,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(8),powerpro_avg8,plot,b2,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(9),powerpro_avg9,plot,c2,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(10),powerpro_avg10,plot,a3,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(11),powerpro_avg11,plot,b3,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(12),powerpro_avg12,plot,c3,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(13),powerpro_avg13,plot,a4,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(14),powerpro_avg14,plot,b4,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(15),powerpro_avg15,plot,c4,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(16),powerpro_avg16,plot,a5,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(17),powerpro_avg17,plot,b5,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(18),powerpro_avg18,plot,c5,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(19),powerpro_avg19,plot,a6,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(20),powerpro_avg20,plot,b6,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(21),powerpro_avg21,plot,c6,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(22),powerpro_avg22,plot,a7,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(23),powerpro_avg23,plot,b7,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(24),powerpro_avg24,plot,c7,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(25),powerpro_avg25,plot,a8,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(26),powerpro_avg26,plot,b8,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(27),powerpro_avg27,plot,c8,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(28),powerpro_avg28,plot,a9,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(29),powerpro_avg29,plot,b9,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
Powerpro_Avg(30),powerpro_avg30,plot,c9,y,powerpro_avg,genx,number,NA,proportion of power used,genx_export
B_Duty_Avg(7),b_duty_avg7,plot,a2,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(8),b_duty_avg8,plot,b2,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(9),b_duty_avg9,plot,c2,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(10),b_duty_avg10,plot,a3,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(11),b_duty_avg11,plot,b3,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(12),b_duty_avg12,plot,c3,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(13),b_duty_avg13,plot,a4,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(14),b_duty_avg14,plot,b4,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(15),b_duty_avg15,plot,c4,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(16),b_duty_avg16,plot,a5,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(17),b_duty_avg17,plot,b5,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(18),b_duty_avg18,plot,c5,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(19),b_duty_avg19,plot,a6,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(20),b_duty_avg20,plot,b6,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(21),b_duty_avg21,plot,c6,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(22),b_duty_avg22,plot,a7,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(23),b_duty_avg23,plot,b7,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(24),b_duty_avg24,plot,c7,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(25),b_duty_avg25,plot,a8,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(26),b_duty_avg26,plot,b8,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(27),b_duty_avg27,plot,c8,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(28),b_duty_avg28,plot,a9,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(29),b_duty_avg29,plot,b9,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
B_Duty_Avg(30),b_duty_avg30,plot,c9,y,b_duty_avg,genx,number,NA,belowground arduino duty cycle proportion (0-1000 milliseconds),genx_export
